K05_V013,23948
K05_V013,23156
K05_V013,23768
K05_V013,19845
L28_V004,1823
L28_V016,18134
K17_V009,6866
L29_V021,7290
L29_V021,7277
L28_V005,16470
L28_V005,18770
K11_V004,16982
L28_V005,16875
L28_V005,18900
K02_V020,6060
L28_V005,17415
K05_V013,24762
L28_V005,19170
L28_V005,17010
L28_V005,16417
L28_V005,19639
K11_V007,8523
L28_V004,1964
K15_V030,4707
K10_V019,11538
L28_V013,26760
L28_V005,16740
L28_V013,20039
L29_V021,17955
L28_V015,22133
K12_V021,30354
L28_V013,18090
K17_V017,12411
K02_V001,7133
L29_V021,24300
L28_V005,8662
L28_V005,16200
L27_V009,2237
L28_V016,21984
L29_V021,18360
K07_V010,9902
K07_V005,4095
K11_V007,8589
L22_V016,11188
K04_V024,11070
K02_V021,3029
K03_V011,3750
L28_V005,17081
K09_V020,12425
K13_V010,7974
L28_V005,19305
K02_V015,6431
K19_V023,11583
K01_V028,7109
K14_V021,30009
K15_V002,1891
L28_V013,20669
L28_V013,18440
L28_V013,17550
L27_V016,5667
L28_V001,29430
K19_V017,10409
L28_V013,20115
L28_V016,18225
L28_V013,18765
L27_V006,675
K04_V015,5571
K09_V009,7119
L29_V021,15119
K04_V015,7006
K02_V026,5913
K16_V014,31562
K11_V008,1893
K15_V022,19472
K18_V014,7156
K03_V020,6450
L28_V013,18044
L27_V016,5670
K05_V013,24188
L28_V023,19440
L28_V005,5547
K02_V020,6750
L28_V005,18249
L29_V017,12869
L29_V021,18760
L28_V005,19710
L28_V013,18495
L29_V019,20385
L27_V006,650
L29_V021,14957
L28_V016,17955
K03_V005,16917
K05_V013,23948
L22_V016,10920
K02_V001,7409
K09_V020,12279
K20_V027,10781
L28_V013,14715
K19_V017,10461
L28_V014,9180
