L30_V040,484
L30_V040,1009
L26_V361,3250
L21_V023,28743
K07_V008,29588
L26_V339,2816
L26_V443,2793
K14_V001,20763
L26_V374,3482
L26_V456,2231
L21_V014,24372
L26_V480,2988
L30_V040,544
L26_V203,2938
K01_V025,10538
L26_V238,1872
K14_V003,26745
L26_V446,2432
K01_V025,11375
L26_V479,5101
L26_V238,1920
L26_V483,2137
L30_V040,1009
L26_V412,2184
K14_V003,26691
L30_V040,290
K14_V003,26868
K11_V010,23610
K01_V025,10464
K14_V001,21819
L26_V043,2247
L26_V258,4831
L30_V040,1262
L26_V227,3484
L26_V117,2432
L26_V359,3970
L26_V483,2484
K14_V001,21269
L26_V232,2356
L26_V466,3354
L26_V333,1955
L26_V366,3072
L26_V378,2944
L28_V023,23830
K05_V021,16381
L26_V318,2304
K20_V026,19597
L26_V318,2243
K01_V025,11042
K20_V023,14315
L26_V286,2499
L26_V499,2609
K01_V025,11230
K02_V028,25923
K14_V003,26810
L26_V498,2710
K11_V010,23100
K05_V021,22830
L26_V135,2048
L26_V421,3034
L26_V440,3170
K02_V020,16230
K15_V002,8170
L26_V456,2109
L26_V214,1973
L30_V040,554
L26_V428,2147
L30_V040,1418
L26_V268,2556
K07_V008,30405
L26_V268,2560
K14_V003,27351
L26_V358,1920
L26_V440,2666
L26_V495,2691
L26_V026,2565
L30_V040,1008
L26_V498,2728
K14_V003,26898
K15_V018,4334
L26_V274,3072
L26_V235,2944
L26_V256,2816
L25_V056,4906
K01_V025,11316
L25_V023,5235
L25_V042,1424
L25_V034,36240
L25_V036,2168
L25_V037,1875
L25_V046,21218
L25_V015,32317
L25_V045,33632
L25_V087,39836
L25_V026,40354
L30_V040,1309
L26_V250,3120
L26_V447,2864
L26_V333,2688
L26_V251,4096
