K09_V018,27993
K09_V018,20120
K03_V017,20276
K03_V017,20340
L30_V041,1379
K15_V009,3519
K09_V018,27422
K09_V018,27993
K15_V009,3489
K15_V013,31467
K20_V005,11520
L25_V052,37714
K01_V010,19389
L25_V031,26413
K15_V004,16838
L22_V011,377
K09_V014,14952
K09_V001,1202
L25_V064,1567
L29_V012,3767
K16_V026,3576
L25_V081,54061
K10_V012,39801
L25_V040,874
K04_V013,20084
L25_V017,24466
K07_V003,744
K19_V009,0
L29_V012,15919
K15_V012,0
L25_V049,40769
L25_V081,4565
L25_V061,766
K01_V009,20495
K19_V017,2670
L28_V016,455
L28_V017,455
K01_V020,381
L25_V004,920
K01_V013,21491
K04_V025,11535
L25_V046,20505
L25_V005,937
K03_V008,15573
K16_V025,24773
K02_V012,26824
L25_V021,910
K20_V022,34520
K19_V017,2709
K01_V031,21812
L25_V034,35385
L26_V415,224
L25_V068,6230
L25_V071,23291
L25_V045,2285
L25_V063,1562
L25_V085,57807
L25_V077,742
L26_V296,224
L26_V299,224
L26_V298,224
L25_V078,1110
L26_V093,224
L26_V088,224
L26_V096,224
L26_V092,224
L26_V165,224
L26_V163,224
L26_V161,224
L26_V164,224
L26_V108,224
L26_V121,224
L26_V130,224
L26_V166,224
L26_V157,224
L26_V104,224
L26_V169,224
L26_V145,224
L26_V135,224
L26_V149,224
L26_V150,224
L26_V152,224
K05_V017,20451
K09_V014,14892
L25_V065,2837
L25_V051,48819
L25_V053,24017
L26_V488,224
L25_V008,871
L25_V006,67
K19_V016,6906
K06_V008,17561
K04_V008,363
K03_V017,7343
K12_V021,11421
L25_V057,1019
K07_V026,29613
K15_V015,39585
L26_V420,224
K04_V013,20067
