K14_V011,17081,Waiting for updating...
K13_V016,2121,Waiting for updating...
K06_V006,13574,Waiting for updating...
L26_V384,6530,Waiting for updating...
L30_V084,2254,Waiting for updating...
K14_V011,17407,Waiting for updating...
K08_V004,10367,Waiting for updating...
L22_V011,18071,Waiting for updating...
L26_V055,5040,Waiting for updating...
K08_V015,15071,Waiting for updating...
L26_V250,5829,Waiting for updating...
L30_V019,612,Waiting for updating...
L26_V482,3985,Waiting for updating...
K08_V015,15101,Waiting for updating...
L29_V014,11382,Waiting for updating...
L26_V494,2364,Waiting for updating...
K19_V025,22622,Waiting for updating...
L28_V017,20790,Waiting for updating...
L28_V017,17704,Waiting for updating...
L26_V475,4131,Waiting for updating...
