K01_V008,16313
K05_V026,34863
K05_V018,11697
L22_V022,13377
L30_V038,3885
K19_V022,21399
K04_V017,18317
K11_V031,26686
K01_V018,12769
K01_V020,22782
L21_V025,23580
K10_V028,27213
K03_V024,9863
L30_V038,4536
K09_V022,28270
K19_V001,30111
L22_V010,20312
K12_V020,16535
K13_V029,7353
K12_V016,18131
K07_V010,17598
K03_V017,23766
L30_V054,2253
K12_V004,27021
K19_V017,2795
K10_V013,21837
K01_V018,12200
K01_V018,13065
L22_V005,29043
L30_V038,4960
L30_V001,2773
K12_V024,13089
L30_V001,2772
K18_V015,22397
L29_V015,26300
L24_V017,2520
K07_V027,23160
K09_V005,14309
L29_V015,14179
K10_V011,31581
K20_V019,15972
K05_V027,804
K07_V022,35325
K04_V030,7338
K18_V025,20328
L24_V005,2480
K19_V001,17807
L30_V054,3182
L30_V026,3160
K07_V022,15707
L25_V040,11549
K12_V009,13145
K02_V011,506
K08_V004,9988
K08_V004,9666
K13_V025,36635
K11_V022,9050
K19_V003,25478
K10_V003,25458
K04_V006,1413
K04_V025,20528
K13_V008,22445
L30_V054,1090
L22_V014,16989
L30_V054,6186
K15_V004,20403
K13_V005,24885
L22_V011,29091
K05_V026,1403
L25_V043,21449
K12_V005,21773
K12_V019,24578
K19_V028,25997
L25_V056,18000
L30_V087,3919
K04_V008,15900
K01_V018,12840
K20_V028,18282
K20_V019,15999
K14_V014,31035
K15_V020,30207
K19_V018,24834
K18_V014,931
K17_V020,20786
K11_V020,13254
K07_V022,17588
K19_V001,17837
L28_V002,3204
L24_V044,90
K09_V025,26592
K06_V012,19404
L21_V025,22826
K20_V011,8670
L22_V001,31283
L29_V012,3767
K13_V017,40544
K02_V021,9153
K18_V015,21245
K06_V003,13014
K01_V029,19680
