K12_V001,8990
K12_V001,8912
K17_V009,6656
K05_V013,23948
K15_V007,31310
L22_V009,23430
K08_V006,11604
K02_V027,4020
K03_V016,9772
K09_V005,13788
K14_V011,9605
K08_V019,6644
K15_V022,19472
K12_V001,8990
K08_V016,4377
K07_V023,13821
K18_V024,13449
K02_V027,15738
K12_V001,8912
K08_V019,7676
K02_V027,3931
K16_V005,8882
K16_V005,9353
K09_V005,12950
K09_V005,13596
K05_V016,7611
K19_V015,8133
L28_V005,16200
K09_V005,12870
K01_V012,4843
L22_V016,10020
K20_V002,22179
K17_V009,7229
K09_V005,13133
L21_V008,16830
K10_V008,10230
K16_V005,8649
K05_V013,24188
K19_V020,18330
K09_V009,7713
K07_V010,10148
K03_V002,24270
L29_V008,4590
K19_V015,8811
K17_V009,24962
K11_V019,4638
K15_V007,32058
K05_V013,24305
K12_V015,20045
K17_V009,7028
K17_V009,611
K09_V005,13943
L29_V019,2528
K09_V006,16191
L21_V008,16394
K08_V019,20559
K19_V017,10728
K19_V020,28139
K12_V011,13431
K18_V024,12320
L21_V017,18855
K19_V020,28012
K07_V026,14679
K11_V028,22089
K10_V026,18309
K19_V015,8693
K13_V020,17940
K08_V018,4319
K01_V015,9585
K15_V004,4770
K10_V018,35204
K08_V019,7736
K18_V024,12380
K16_V004,9533
K15_V025,7841
K18_V026,10797
K19_V021,21576
K20_V002,11385
K01_V027,19823
K09_V005,10515
K02_V011,11580
K09_V009,7119
K10_V008,9810
K02_V027,5215
L21_V016,1791
K13_V028,10269
K19_V026,27613
K08_V016,5244
K06_V022,18783
L29_V002,3679
L28_V003,27852
K19_V015,878
K19_V020,18281
K10_V022,29675
K19_V020,28104
K19_V002,11976
K13_V020,18120
L28_V005,20101
K19_V020,28327
K12_V007,20124
