L21_V017,21420
K05_V022,24180
K16_V029,36219
K02_V004,29625
L30_V019,3901
K12_V023,12258
K16_V029,36279
K05_V027,4836
L26_V440,5445
K05_V020,23748
L29_V007,25975
K08_V016,27729
K01_V013,37724
L29_V007,3779
L29_V007,3715
K17_V019,17378
K11_V007,14109
K13_V003,870
K13_V029,11019
K16_V032,1035
L26_V386,56
L29_V007,8775
K11_V005,33176
K06_V021,844
L29_V007,25650
K05_V020,23658
K04_V006,1248
K09_V005,4551
K09_V003,6651
L22_V011,29349
K09_V020,11900
K04_V006,20465
K05_V014,9888
K07_V022,25511
K08_V015,26571
K18_V002,25061
K15_V019,29664
K18_V014,16927
K10_V017,13929
K14_V030,11700
L29_V007,26055
L29_V021,1215
K08_V008,26936
K04_V001,24322
K13_V002,17253
K13_V029,10044
K04_V010,23079
K02_V015,14439
K07_V007,26772
K14_V017,20174
K17_V022,10890
K16_V009,23160
K14_V026,19380
K20_V015,32565
K14_V020,26750
L28_V001,25939
L29_V003,11550
L26_V388,56
L29_V007,4320
L26_V385,56
L27_V008,4995
L26_V389,56
L26_V230,56
L26_V317,56
L26_V421,56
L26_V269,56
L26_V358,56
L26_V312,56
L26_V254,56
L26_V418,56
L26_V332,56
L26_V366,56
L26_V212,56
L26_V343,56
L26_V346,56
L26_V337,56
L26_V414,56
L26_V293,56
L26_V262,56
L26_V203,56
L26_V173,56
L26_V381,56
L26_V200,56
L26_V382,56
L26_V324,56
L26_V219,56
L26_V220,56
L26_V341,56
L26_V197,56
L26_V331,56
L26_V339,56
L26_V374,56
L26_V353,56
L26_V360,56
L26_V326,56
L26_V205,56
L26_V172,56
L26_V413,56
L26_V174,56
L26_V188,56
