K08_V011,4281
L23_V025,10875
L23_V025,9125
K09_V005,4461
K14_V030,5284
K08_V021,26470
K18_V007,1656
K18_V003,3000
K13_V020,2413
K13_V027,5986
K06_V022,5444
K08_V030,20120
K13_V002,24789
K17_V002,1533
L23_V004,250
L23_V025,10774
L29_V005,8023
K14_V007,12068
K02_V021,8538
K08_V021,27450
L23_V025,11625
L24_V019,2432
K16_V030,1410
K13_V021,3683
K15_V005,5030
K10_V023,1815
K08_V021,26402
K08_V004,7990
K01_V012,16050
K14_V030,2729
K13_V016,30056
L22_V004,5505
K09_V011,4383
K03_V015,6909
K09_V003,3780
L24_V004,20608
K04_V028,1328
K01_V031,28968
K06_V005,10205
K20_V015,825
K04_V030,7070
L23_V025,10625
K14_V020,2423
K13_V020,540
L24_V004,21376
K14_V028,8291
K02_V011,11444
K11_V003,5145
L25_V022,41673
K19_V012,4830
K14_V030,415
K13_V026,1872
K01_V015,755
K07_V017,8232
L24_V004,19200
K01_V006,2357
K18_V001,9642
L24_V004,21760
L24_V007,10664
L24_V004,20480
L29_V005,11542
L24_V018,8983
K14_V018,8260
K06_V029,11180
K09_V019,10824
K06_V031,21420
L22_V005,9843
K08_V006,4283
L24_V004,17280
L29_V005,8100
K11_V022,673
K09_V005,5186
K09_V008,4811
K05_V020,8634
K01_V022,7751
K13_V010,35313
K07_V031,9300
K09_V005,4898
K20_V012,20143
L29_V005,22950
K19_V008,5669
K13_V027,6523
K13_V015,9059
K10_V009,7542
K13_V021,3510
K07_V025,3117
K05_V005,7365
K13_V020,2460
L23_V001,294
K13_V026,2489
K13_V026,3380
L24_V002,7628
K13_V026,2609
L22_V013,11069
K14_V016,30485
K09_V001,1285
K18_V016,36582
L21_V025,8506
L24_V004,21531
K14_V025,10280
