L30_V088,2319
L29_V016,24570
L24_V038,11856
L24_V038,11552
L29_V008,24318
L29_V008,24341
L30_V088,2281
L25_V066,3749
L24_V038,12008
L29_V016,17145
L24_V016,4960
L30_V024,2922
L25_V066,3149
L26_V166,6904
L26_V254,5112
K08_V008,14565
L29_V016,18395
L26_V458,3226
L30_V044,2272
L26_V390,4736
L30_V088,4811
L25_V066,4199
L24_V025,9728
L24_V031,1824
K03_V021,21083
K08_V009,23118
L30_V090,4652
K09_V025,4194
L27_V002,5848
L28_V024,25785
L22_V004,18099
L29_V015,4470
L30_V088,695
L30_V088,2415
K02_V023,27732
K19_V013,25087
K14_V020,30755
L29_V016,12375
L28_V019,21404
K12_V009,10611
L27_V008,12017
L24_V023,7751
L24_V022,12183
L24_V031,11552
L24_V023,7448
L24_V022,12312
K15_V018,16701
K02_V022,22475
L24_V038,9120
K14_V016,14814
L28_V015,15821
L26_V410,4261
L30_V094,4247
L30_V057,2385
L30_V007,2082
L29_V016,12420
K15_V020,29069
K02_V017,26601
L30_V095,3381
K05_V008,27900
L26_V433,370
K15_V008,23538
L29_V015,4561
K07_V020,20618
L24_V030,6536
L24_V042,1671
L24_V042,14895
L30_V094,4880
L29_V015,4502
L24_V022,12464
K16_V032,13906
L24_V038,5168
L24_V040,963
L24_V030,19152
L26_V103,4819
K15_V024,14196
K05_V008,27886
K11_V006,32834
L30_V007,5781
L29_V015,4562
L25_V019,12750
L29_V015,18014
L28_V019,21405
L22_V019,2303
K19_V030,2010
K09_V026,23469
L30_V007,2106
L24_V029,15200
L24_V029,9576
K01_V027,20355
L24_V020,2583
L24_V026,7564
L24_V031,10640
L24_V022,15048
L24_V042,7751
L24_V024,12768
L24_V032,16244
L24_V029,1824
L24_V024,10791
L24_V038,11400
