K05_V007,28827
L29_V005,9045
K06_V007,10678
K06_V007,639
K20_V016,24482
K16_V022,19803
K07_V002,26383
K07_V031,6314
K08_V030,3051
K02_V031,20921
K16_V022,19305
K02_V031,30659
K09_V016,25431
K01_V024,22572
L30_V026,3119
K08_V021,15541
K08_V021,15716
K07_V019,10659
K07_V019,10749
K20_V016,23310
K18_V026,8159
K15_V015,37295
K05_V008,24381
K14_V016,17859
K02_V026,29558
K14_V016,17658
L29_V005,17857
K18_V006,8550
K16_V022,19653
K04_V014,25605
K04_V010,21141
K01_V024,22193
K18_V026,8070
K01_V024,22241
K08_V002,21353
L24_V003,1024
K01_V024,22301
K05_V008,24540
K02_V031,31461
K03_V015,27396
K17_V007,4480
L21_V006,11484
K01_V014,23346
L21_V003,9780
K05_V008,24878
K07_V006,22180
L24_V035,19608
K07_V002,26430
K19_V020,11940
K03_V013,13127
K07_V020,27900
K12_V002,10473
K07_V027,21720
K09_V022,25708
L24_V004,19057
L24_V004,18834
K20_V016,24741
L24_V002,896
K01_V024,21860
L24_V004,14208
K02_V002,9300
L24_V016,12610
L24_V002,9006
K08_V011,19670
K17_V022,21183
L29_V005,10342
L29_V005,10395
L29_V005,8377
L29_V005,8775
L21_V026,2181
K12_V002,9839
L25_V034,1649
K07_V020,27535
K10_V012,20421
K04_V010,2574
L29_V005,9956
L29_V005,10125
K07_V031,9300
L29_V005,8505
K07_V019,10554
K10_V008,11340
K01_V006,20349
L29_V005,8640
L22_V019,16208
L25_V057,28799
K10_V012,19908
K07_V009,887
L28_V021,26325
K09_V007,4662
L29_V005,9990
K11_V016,3379
K10_V009,9421
K07_V019,9360
K01_V012,16200
L29_V005,16818
K14_V007,6854
K14_V007,6794
K09_V007,8013
L29_V005,8023
L24_V020,13527
