K05_V025,26564
K08_V021,14332
K08_V021,14400
K07_V014,28350
K05_V025,28181
L24_V040,860
K05_V025,26667
L24_V040,819
K05_V025,26462
K05_V025,28484
K05_V025,28554
L24_V040,834
K07_V014,27508
K07_V003,32305
L24_V011,7936
L24_V040,152
L24_V040,846
L24_V040,744
K10_V008,29032
K05_V026,34713
K08_V024,22380
K05_V025,25631
K05_V025,25746
K05_V025,25866
K05_V025,19254
K08_V028,19337
K05_V025,26432
K05_V025,28718
K08_V028,19224
K06_V011,15435
K06_V022,22458
K12_V007,9065
K05_V025,28431
K08_V021,7130
K04_V003,25059
K06_V011,14685
K05_V025,28658
K04_V004,20663
K04_V003,599
K06_V011,15405
K08_V015,8667
K07_V027,23551
K06_V011,14715
L24_V011,3151
K04_V022,9915
L24_V030,16491
L24_V030,12159
L24_V031,5781
K07_V023,24155
L24_V030,11703
K15_V011,24099
L24_V030,9249
K07_V003,32444
K10_V027,13836
K08_V028,18603
L24_V030,6585
K05_V008,8040
K07_V014,28374
K07_V026,31887
K05_V025,28788
K08_V015,7503
K09_V006,29637
L24_V029,10640
K08_V024,22253
L24_V040,873
L24_V024,13689
K04_V029,11295
K08_V029,24971
K05_V012,29105
K07_V024,18452
L24_V040,198
L24_V030,10791
K08_V015,8637
K07_V027,23400
K08_V028,18793
K05_V009,20894
K07_V014,28244
L24_V040,318
K06_V002,14319
K14_V015,19785
K04_V004,20693
L24_V040,1056
K08_V021,750
K20_V001,2442
K07_V014,27806
L30_V062,5131
L30_V045,3514
K02_V023,27680
L30_V045,5414
L24_V031,6384
K19_V018,33365
L24_V031,15200
K04_V030,16118
L26_V281,6484
K04_V025,13638
K02_V023,27611
L24_V024,14136
K11_V017,27848
K07_V027,23310
K10_V017,13929
