K01_V009,11612
K01_V031,8822
K02_V002,3357
K04_V001,1898
K01_V029,15591
K16_V011,13275
K13_V020,12055
K04_V001,2109
K04_V001,1961
K02_V030,15362
K02_V002,3510
K11_V005,21156
K19_V017,15474
K01_V023,12251
K02_V029,11832
K19_V006,20742
L28_V008,23895
K04_V025,477
K02_V031,11844
K03_V006,14577
K17_V014,1470
K13_V020,12180
K16_V011,13134
K02_V030,3054
K19_V006,20160
K19_V030,26396
K02_V029,16598
K02_V011,10605
K04_V006,9572
K07_V016,14778
K01_V023,12401
K01_V023,12071
K15_V014,15081
K01_V031,8625
K19_V017,14081
K17_V003,27701
K01_V023,12812
L22_V030,11125
K04_V006,9735
K10_V026,17727
L28_V008,23866
K20_V021,3177
K13_V009,16326
K13_V020,11735
K13_V020,12472
K17_V023,27981
K19_V006,19917
K17_V020,11040
K04_V023,22571
L29_V005,2700
L22_V015,34973
K02_V030,3746
K11_V005,21573
K11_V005,21186
K01_V031,8514
K13_V030,13710
K04_V020,30251
K03_V015,20598
K02_V030,2906
K17_V008,17430
K01_V029,32616
K20_V003,26334
K19_V006,20177
K06_V012,31487
K01_V030,2979
K02_V029,16134
K16_V023,5603
L28_V005,10125
K19_V017,15645
K11_V005,20475
K18_V026,16422
K10_V028,30075
K02_V029,16343
K03_V003,4045
K17_V014,1229
K18_V004,29351
K01_V023,12884
K16_V023,5708
K02_V020,2557
K13_V020,12355
K04_V025,1599
K10_V018,26813
K04_V004,29507
L28_V010,3157
K20_V029,13773
K01_V023,13272
K02_V030,2622
K04_V003,5115
K19_V017,15675
L21_V010,9750
K07_V013,18194
K19_V014,13749
L21_V029,16286
K02_V029,2892
K02_V031,10979
K19_V014,13719
L29_V009,3244
K02_V030,3483
K02_V031,11352
K02_V029,728
