K09_V007,5346
K09_V007,6281
K09_V007,5868
K09_V007,6047
K14_V015,16665
K09_V007,6281
K07_V014,23898
K11_V003,23825
K20_V014,14457
K08_V010,21741
K03_V027,4256
K20_V001,23442
K14_V027,6206
K09_V007,5922
K20_V027,36825
K15_V007,9876
L21_V019,29226
K13_V018,3290
L22_V007,15719
K05_V018,19553
K02_V013,7583
L21_V013,31676
K14_V015,16665
K20_V001,23682
K09_V007,5532
L21_V019,28698
K14_V015,16821
K09_V007,6371
K19_V020,25914
L22_V020,22197
K05_V017,4116
K08_V010,20504
K11_V010,11007
K14_V024,6248
K09_V007,5838
K14_V015,16635
K09_V008,621
K20_V027,35697
K07_V014,17845
L22_V020,22107
L21_V005,2853
K02_V025,30540
K09_V008,10486
K15_V029,27501
L28_V008,25328
K09_V020,36707
L23_V025,11550
K11_V010,25775
K20_V014,2247
K05_V018,18356
K19_V017,37274
L21_V008,22430
K11_V003,27645
K11_V002,6917
K09_V007,6047
K13_V009,28289
K14_V015,16238
K20_V027,36533
K16_V006,34059
K04_V001,11611
L28_V008,24799
K09_V025,30929
K13_V022,27048
L22_V020,22362
K11_V010,26652
K17_V003,11532
K09_V007,6017
L22_V023,7475
L22_V007,15869
K18_V024,5981
K05_V030,28125
K20_V001,23166
K12_V002,22139
K13_V002,24021
K20_V001,23258
K20_V020,23340
K03_V008,27375
L28_V010,27810
L23_V010,750
L21_V008,22470
K07_V014,24420
L28_V008,8656
K11_V010,18078
L22_V007,16363
L28_V010,3815
K03_V002,8655
K16_V017,15616
K11_V026,25494
K13_V022,27108
K14_V016,3231
K09_V008,10050
K11_V010,25056
L22_V014,15645
K11_V010,17694
K11_V031,19546
K20_V027,35789
K12_V025,10685
K10_V014,13528
L28_V010,2861
L22_V007,15937
