K14_V021,26948,Waiting for updating...
K14_V026,3960,Waiting for updating...
K07_V024,5528,Waiting for updating...
L28_V015,19433,Waiting for updating...
K07_V024,5378,Waiting for updating...
K15_V006,2531,Waiting for updating...
K07_V024,5198,Waiting for updating...
K19_V019,20536,Waiting for updating...
L28_V015,19298,Waiting for updating...
K14_V021,27098,Waiting for updating...
K07_V024,4718,Waiting for updating...
K20_V011,10047,Waiting for updating...
K04_V026,6467,Waiting for updating...
K07_V024,5018,Waiting for updating...
K19_V021,2286,Waiting for updating...
K14_V025,6732,Waiting for updating...
K19_V021,2586,Waiting for updating...
K08_V022,4707,Waiting for updating...
K14_V021,27428,Waiting for updating...
K07_V024,4926,Waiting for updating...
